payment_id,timestamp,settlement_time,payment_system,counterparty_type,direction,amount,cluster
PAY-001102,2024-01-15 08:51:26.869060582,2024-01-15 08:53:37.417498835,INTERNAL,CORPORATE,OUTFLOW,32445.4,1
PAY-001828,2024-01-15 08:51:31.838873893,2024-01-15 08:59:43.973033441,TARGET2,BANK,INFLOW,12221.52,2
PAY-000613,2024-01-15 08:51:37.418815104,2024-01-15 08:57:33.481289693,TARGET2,BANK,INFLOW,317517.15,2
PAY-001100,2024-01-15 08:51:50.233163883,2024-01-15 08:58:23.993036534,SWIFT,BANK,INFLOW,581317.61,2
PAY-001068,2024-01-15 08:51:50.923533301,2024-01-15 09:00:59.956927717,SWIFT,CORPORATE,INFLOW,29366.59,2
PAY-001645,2024-01-15 08:51:52.939335179,2024-01-15 09:00:21.482141749,TARGET2,CORPORATE,INFLOW,670789.09,2
PAY-001230,2024-01-15 08:52:22.174895197,2024-01-15 08:56:18.195240697,SECURITIES,BANK,OUTFLOW,288181.34,3
PAY-000321,2024-01-15 08:52:27.878094565,2024-01-15 08:57:20.812280115,SECURITIES,BANK,INFLOW,741765.3,0
PAY-001556,2024-01-15 08:52:33.703974753,2024-01-15 08:56:48.591483238,SWIFT,BANK,INFLOW,64273.61,2
PAY-000176,2024-01-15 08:52:35.481554060,2024-01-15 09:00:17.933387023,SECURITIES,BANK,INFLOW,152037.71,0
PAY-000739,2024-01-15 08:52:42.000377639,2024-01-15 08:58:27.645925571,TARGET2,BANK,OUTFLOW,76292.53,3
PAY-000850,2024-01-15 08:52:51.227594366,2024-01-15 08:55:32.075162450,SWIFT,CORPORATE,OUTFLOW,22839.76,1
PAY-000150,2024-01-15 08:53:02.789519772,2024-01-15 08:57:08.569590631,SWIFT,BANK,OUTFLOW,12781.86,3
PAY-000054,2024-01-15 08:53:03.135642074,2024-01-15 09:02:29.420881811,TARGET2,CORPORATE,INFLOW,47622.9,2
PAY-001118,2024-01-15 08:53:08.245175480,2024-01-15 08:54:54.023536577,SECURITIES,CORPORATE,OUTFLOW,503478.05,1
PAY-000071,2024-01-15 08:53:11.067783945,2024-01-15 08:57:52.199045851,TARGET2,CORPORATE,INFLOW,1690497.8,2
PAY-000651,2024-01-15 08:53:24.837533894,2024-01-15 08:58:27.080350223,TARGET2,CORPORATE,INFLOW,65634.42,2
PAY-001880,2024-01-15 08:53:29.282408081,2024-01-15 09:03:21.809523017,TARGET2,CORPORATE,INFLOW,206564.25,2
PAY-001263,2024-01-15 08:53:52.737897105,2024-01-15 08:58:33.336898978,INTERNAL,CORPORATE,OUTFLOW,114151.42,1
PAY-000985,2024-01-15 08:54:08.579883106,2024-01-15 08:56:31.871439037,TARGET2,CORPORATE,OUTFLOW,951919.63,1
PAY-001370,2024-01-15 08:54:10.054900586,2024-01-15 08:55:12.431398413,SWIFT,CORPORATE,INFLOW,196185.6,2
PAY-000549,2024-01-15 08:54:10.580029587,2024-01-15 09:03:48.454276953,SWIFT,CORPORATE,OUTFLOW,648827.84,1
PAY-001364,2024-01-15 08:54:14.333615868,2024-01-15 09:01:10.094669949,INTERNAL,CENTRAL_BANK,INFLOW,43638.57,0
PAY-000748,2024-01-15 08:54:15.862718331,2024-01-15 08:57:30.855565506,INTERNAL,CORPORATE,INFLOW,1524633.25,0
PAY-001115,2024-01-15 08:54:21.629046133,2024-01-15 08:58:02.841860459,INTERNAL,BANK,OUTFLOW,48367.99,0
PAY-000592,2024-01-15 08:55:02.857693608,2024-01-15 08:58:11.223456308,SWIFT,BANK,INFLOW,88784.21,2
PAY-001854,2024-01-15 08:55:13.521121735,2024-01-15 09:01:38.648547775,SWIFT,CORPORATE,INFLOW,404197.7,2
PAY-000798,2024-01-15 08:55:13.994790412,2024-01-15 08:58:04.722113614,SWIFT,BANK,OUTFLOW,750689.84,3
PAY-000031,2024-01-15 08:55:15.802249059,2024-01-15 08:58:29.669161567,SWIFT,BANK,INFLOW,150980.7,2
PAY-000582,2024-01-15 08:55:19.487552619,2024-01-15 08:59:40.409894837,INTERNAL,CENTRAL_BANK,OUTFLOW,27398.1,0
PAY-001142,2024-01-15 08:55:22.802689682,2024-01-15 08:59:34.782959745,TARGET2,BANK,INFLOW,936269.73,2
PAY-001321,2024-01-15 08:55:25.896259733,2024-01-15 09:01:56.616838016,TARGET2,CENTRAL_BANK,INFLOW,145024.6,2
PAY-001002,2024-01-15 08:55:38.051636252,2024-01-15 09:00:50.954017359,TARGET2,CCP,INFLOW,269750.12,2
PAY-000492,2024-01-15 08:55:43.721853575,2024-01-15 09:05:03.016209955,TARGET2,BANK,OUTFLOW,124252.5,3
PAY-000625,2024-01-15 08:55:47.462077797,2024-01-15 09:02:45.439693754,TARGET2,CORPORATE,INFLOW,82484.97,2
PAY-001307,2024-01-15 08:55:48.100425599,2024-01-15 08:59:55.160068425,TARGET2,BANK,OUTFLOW,132418.88,3
PAY-001712,2024-01-15 08:55:53.610981502,2024-01-15 08:57:56.630975008,INTERNAL,CORPORATE,OUTFLOW,190979.9,1
PAY-001810,2024-01-15 08:55:54.247904133,2024-01-15 09:05:34.102584306,INTERNAL,BANK,INFLOW,57258.76,0
PAY-000797,2024-01-15 08:56:21.138054876,2024-01-15 08:58:16.413670605,SECURITIES,BANK,OUTFLOW,888224.5,3
PAY-000896,2024-01-15 08:56:23.712648319,2024-01-15 09:02:11.554574903,TARGET2,BANK,OUTFLOW,498651.35,3
PAY-001974,2024-01-15 08:56:36.358724011,2024-01-15 08:59:54.397705754,TARGET2,CCP,OUTFLOW,529881.74,3
PAY-000228,2024-01-15 08:56:39.722920256,2024-01-15 08:58:37.172809082,SWIFT,CORPORATE,OUTFLOW,21005.17,1
PAY-000883,2024-01-15 08:56:40.202204393,2024-01-15 08:59:04.590152036,SWIFT,BANK,INFLOW,179276.91,2
PAY-001081,2024-01-15 08:56:58.525849471,2024-01-15 09:00:08.929942206,INTERNAL,CORPORATE,OUTFLOW,116658.49,1
PAY-001826,2024-01-15 08:57:09.260664503,2024-01-15 08:59:53.466863057,TARGET2,CENTRAL_BANK,OUTFLOW,200920.05,1
PAY-000396,2024-01-15 08:57:46.293768144,2024-01-15 09:02:30.545731562,INTERNAL,BANK,INFLOW,23805.36,0
PAY-001532,2024-01-15 08:57:48.156321112,2024-01-15 09:04:28.911519267,SWIFT,CENTRAL_BANK,INFLOW,180506.93,2
PAY-001783,2024-01-15 08:58:01.058789876,2024-01-15 09:06:48.790822517,SWIFT,CCP,INFLOW,46287.0,2
PAY-000602,2024-01-15 08:58:13.353197509,2024-01-15 09:04:04.085682155,TARGET2,CENTRAL_BANK,INFLOW,155662.17,2
PAY-001836,2024-01-15 08:58:16.479384861,2024-01-15 09:03:12.789805814,SWIFT,CENTRAL_BANK,OUTFLOW,62320.11,1
PAY-000683,2024-01-15 08:58:17.811309493,2024-01-15 09:07:36.352018538,INTERNAL,CENTRAL_BANK,OUTFLOW,68793.43,0
PAY-000097,2024-01-15 08:58:19.025003046,2024-01-15 09:07:00.294356661,TARGET2,BANK,INFLOW,9240.57,2
PAY-001749,2024-01-15 08:58:27.508171575,2024-01-15 09:00:15.008595778,INTERNAL,BANK,INFLOW,114603.12,0
PAY-000482,2024-01-15 08:58:27.886064905,2024-01-15 09:08:14.084765956,SWIFT,BANK,INFLOW,496835.96,2
PAY-000014,2024-01-15 08:59:01.686278950,2024-01-15 09:05:36.503312014,TARGET2,BANK,INFLOW,117120.55,2
PAY-001656,2024-01-15 08:59:04.239093959,2024-01-15 09:05:29.665046214,SWIFT,BANK,OUTFLOW,14818.77,3
PAY-000639,2024-01-15 08:59:05.555339218,2024-01-15 09:06:52.445643478,TARGET2,CORPORATE,INFLOW,557771.66,2
PAY-000925,2024-01-15 08:59:06.605292361,2024-01-15 09:06:46.986567918,SWIFT,CORPORATE,INFLOW,13244.4,2
PAY-000175,2024-01-15 08:59:19.109065590,2024-01-15 09:02:37.714047346,INTERNAL,BANK,OUTFLOW,3691.14,0
PAY-001812,2024-01-15 08:59:24.695428342,2024-01-15 09:04:03.256782624,INTERNAL,BANK,INFLOW,198393.88,0
PAY-000157,2024-01-15 08:59:27.802111380,2024-01-15 09:05:05.534551261,TARGET2,CCP,OUTFLOW,16502.78,3
PAY-001208,2024-01-15 08:59:28.946956551,2024-01-15 09:08:15.581842034,INTERNAL,BANK,INFLOW,16322.05,0
PAY-000991,2024-01-15 08:59:34.467176116,2024-01-15 09:06:27.300583850,TARGET2,CORPORATE,OUTFLOW,129480.05,1
PAY-000786,2024-01-15 08:59:38.892745234,2024-01-15 09:01:16.482686205,SWIFT,CORPORATE,INFLOW,68665.04,2
PAY-000865,2024-01-15 08:59:47.337020022,2024-01-15 09:08:07.708508221,INTERNAL,BANK,INFLOW,14939.06,0
PAY-001867,2024-01-15 09:00:19.876583899,2024-01-15 09:05:44.691729219,SWIFT,CCP,INFLOW,249526.48,2
PAY-001567,2024-01-15 09:00:56.052758674,2024-01-15 09:07:31.518674909,SWIFT,CORPORATE,INFLOW,2864463.37,2
PAY-001062,2024-01-15 09:01:00.308906918,2024-01-15 09:03:34.764061414,SWIFT,CORPORATE,INFLOW,9571.03,2
PAY-001770,2024-01-15 09:01:03.804819182,2024-01-15 09:09:35.898335207,INTERNAL,BANK,OUTFLOW,71597.22,0
PAY-001165,2024-01-15 09:01:07.253248862,2024-01-15 09:02:27.320006244,SWIFT,CORPORATE,OUTFLOW,20080.98,1
PAY-000364,2024-01-15 09:01:07.915863660,2024-01-15 09:06:44.694436432,SWIFT,CORPORATE,INFLOW,93865.53,2
PAY-000737,2024-01-15 09:01:10.616581403,2024-01-15 09:09:20.299237350,SWIFT,BANK,INFLOW,64988.87,2
PAY-001618,2024-01-15 09:01:36.615604801,2024-01-15 09:10:53.131191396,SECURITIES,BANK,INFLOW,764559.57,0
PAY-001417,2024-01-15 09:01:51.737935986,2024-01-15 09:07:50.025722214,SECURITIES,CCP,INFLOW,1117363.45,0
PAY-001758,2024-01-15 09:02:08.298990281,2024-01-15 09:12:03.547006900,SWIFT,BANK,INFLOW,77567.92,2
PAY-000546,2024-01-15 09:02:08.355904372,2024-01-15 09:11:01.258753206,SWIFT,BANK,OUTFLOW,143357.06,3
PAY-001256,2024-01-15 09:02:13.102060161,2024-01-15 09:08:23.222595662,INTERNAL,CORPORATE,INFLOW,56128.88,0
PAY-001514,2024-01-15 09:02:25.124275481,2024-01-15 09:10:09.490855733,TARGET2,CORPORATE,INFLOW,73207.0,2
PAY-000408,2024-01-15 09:02:36.338940895,2024-01-15 09:08:42.927243989,SWIFT,BANK,INFLOW,255645.33,2
PAY-000291,2024-01-15 09:02:42.991606006,2024-01-15 09:08:35.965404371,SECURITIES,BANK,INFLOW,483058.64,0
PAY-001906,2024-01-15 09:02:43.167902522,2024-01-15 09:05:22.492506855,TARGET2,BANK,INFLOW,71905.12,2
PAY-000133,2024-01-15 09:03:08.636894676,2024-01-15 09:11:18.111564440,INTERNAL,CCP,INFLOW,84342.24,0
PAY-000172,2024-01-15 09:03:27.613300611,2024-01-15 09:07:21.665948408,TARGET2,BANK,INFLOW,124141.1,2
PAY-000845,2024-01-15 09:03:34.662206767,2024-01-15 09:04:45.887091983,SECURITIES,BANK,INFLOW,990070.08,0
PAY-000521,2024-01-15 09:03:37.782153005,2024-01-15 09:12:56.171599718,TARGET2,CORPORATE,INFLOW,59096.24,2
PAY-001823,2024-01-15 09:03:46.039339757,2024-01-15 09:08:44.871816923,TARGET2,CENTRAL_BANK,INFLOW,131587.69,2
PAY-000190,2024-01-15 09:03:48.709804803,2024-01-15 09:12:03.944719291,SWIFT,CENTRAL_BANK,OUTFLOW,12232.44,1
PAY-000405,2024-01-15 09:03:53.792191098,2024-01-15 09:10:33.768315993,INTERNAL,BANK,INFLOW,199151.71,0
PAY-001009,2024-01-15 09:04:17.550202529,2024-01-15 09:05:45.782488372,INTERNAL,CORPORATE,INFLOW,47862.9,0
PAY-001181,2024-01-15 09:04:22.764862673,2024-01-15 09:14:12.646478074,TARGET2,BANK,INFLOW,100364.75,2
PAY-000632,2024-01-15 09:04:35.002648857,2024-01-15 09:06:41.973349124,SECURITIES,BANK,OUTFLOW,410357.45,3
PAY-001322,2024-01-15 09:05:03.065819737,2024-01-15 09:06:40.952273459,SWIFT,CORPORATE,OUTFLOW,3235485.62,1
PAY-001050,2024-01-15 09:05:08.691821979,2024-01-15 09:12:01.530420460,SWIFT,BANK,OUTFLOW,170890.82,3
PAY-000127,2024-01-15 09:05:17.631615366,2024-01-15 09:10:39.199115334,INTERNAL,BANK,INFLOW,5072.82,0
PAY-001273,2024-01-15 09:05:35.818348893,2024-01-15 09:07:52.651157313,TARGET2,CORPORATE,OUTFLOW,22703.26,1
PAY-001868,2024-01-15 09:05:50.251905947,2024-01-15 09:15:26.675473586,SECURITIES,BANK,INFLOW,298341.93,0
PAY-000640,2024-01-15 09:05:56.705028726,2024-01-15 09:08:09.757270122,INTERNAL,CENTRAL_BANK,OUTFLOW,11613.17,0
PAY-001310,2024-01-15 09:06:27.479182642,2024-01-15 09:12:57.902278166,TARGET2,CENTRAL_BANK,INFLOW,34374.59,2
PAY-000468,2024-01-15 09:06:28.942941750,2024-01-15 09:10:49.082202963,SWIFT,BANK,INFLOW,233109.22,2
PAY-001480,2024-01-15 09:06:47.295708342,2024-01-15 09:13:12.734490037,SWIFT,CORPORATE,OUTFLOW,35736.78,1
PAY-001695,2024-01-15 09:06:55.106889791,2024-01-15 09:13:42.576496233,TARGET2,BANK,OUTFLOW,49079.39,3
PAY-001870,2024-01-15 09:07:05.427280677,2024-01-15 09:15:31.051867910,TARGET2,CCP,OUTFLOW,145898.09,3
PAY-001921,2024-01-15 09:07:06.596599944,2024-01-15 09:08:28.819327972,SECURITIES,CORPORATE,OUTFLOW,593505.04,1
PAY-000854,2024-01-15 09:07:08.978311887,2024-01-15 09:08:25.438002814,INTERNAL,CENTRAL_BANK,OUTFLOW,142551.19,0
PAY-001803,2024-01-15 09:07:15.154122867,2024-01-15 09:08:25.802352633,SWIFT,CENTRAL_BANK,INFLOW,41832.02,2
PAY-001489,2024-01-15 09:07:24.443038408,2024-01-15 09:10:55.926109331,TARGET2,CORPORATE,INFLOW,215370.79,2
PAY-001179,2024-01-15 09:07:41.810682643,2024-01-15 09:15:48.735486733,SWIFT,BANK,INFLOW,61593.5,2
PAY-000707,2024-01-15 09:07:48.631275551,2024-01-15 09:13:28.664795420,SWIFT,CORPORATE,INFLOW,140544.58,2
PAY-000660,2024-01-15 09:08:24.699098606,2024-01-15 09:10:51.936490889,TARGET2,CORPORATE,OUTFLOW,24177.24,1
PAY-001153,2024-01-15 09:08:27.692830937,2024-01-15 09:16:10.589116255,SWIFT,BANK,OUTFLOW,115449.94,3
PAY-001845,2024-01-15 09:09:09.048069429,2024-01-15 09:11:57.834613042,TARGET2,BANK,INFLOW,61764.93,2
PAY-001221,2024-01-15 09:09:28.676667710,2024-01-15 09:18:34.461022697,SWIFT,CORPORATE,OUTFLOW,4198.33,1
PAY-000559,2024-01-15 09:09:28.692932926,2024-01-15 09:11:38.746110654,TARGET2,BANK,INFLOW,45472.53,2
PAY-000761,2024-01-15 09:09:32.641898228,2024-01-15 09:14:06.676208567,SWIFT,BANK,OUTFLOW,2031022.21,3
PAY-000401,2024-01-15 09:09:38.812762297,2024-01-15 09:12:15.044464796,SWIFT,CORPORATE,OUTFLOW,548587.05,1
PAY-000692,2024-01-15 09:09:50.990357725,2024-01-15 09:12:49.397103223,SECURITIES,BANK,OUTFLOW,659598.26,3
PAY-001237,2024-01-15 09:10:01.071120625,2024-01-15 09:13:00.372166219,SWIFT,BANK,INFLOW,297545.54,2
PAY-000781,2024-01-15 09:10:14.176440250,2024-01-15 09:15:35.706858140,INTERNAL,BANK,INFLOW,139805.71,0
PAY-001813,2024-01-15 09:10:18.337010210,2024-01-15 09:15:20.652030694,TARGET2,CORPORATE,INFLOW,34899.55,2
PAY-000424,2024-01-15 09:10:33.269951464,2024-01-15 09:13:59.470118822,INTERNAL,CENTRAL_BANK,OUTFLOW,207150.01,0
PAY-001127,2024-01-15 09:10:48.229042073,2024-01-15 09:16:45.638843862,TARGET2,BANK,INFLOW,368953.26,2
PAY-001502,2024-01-15 09:10:48.887397630,2024-01-15 09:18:12.377545499,SWIFT,CCP,INFLOW,74280.51,2
PAY-001477,2024-01-15 09:11:19.364611223,2024-01-15 09:15:35.637233877,TARGET2,CORPORATE,OUTFLOW,126885.8,1
PAY-001940,2024-01-15 09:11:31.725751416,2024-01-15 09:20:20.848470349,SECURITIES,CENTRAL_BANK,INFLOW,557300.32,0
PAY-000836,2024-01-15 09:11:36.096951560,2024-01-15 09:17:26.076918305,INTERNAL,CORPORATE,INFLOW,263001.51,0
PAY-000075,2024-01-15 09:11:38.955400433,2024-01-15 09:20:49.842951124,SWIFT,BANK,OUTFLOW,967408.48,3
PAY-000635,2024-01-15 09:11:41.862918819,2024-01-15 09:20:19.153157325,TARGET2,CORPORATE,OUTFLOW,196406.25,1
PAY-000358,2024-01-15 09:11:43.041176393,2024-01-15 09:21:36.656445653,TARGET2,BANK,OUTFLOW,96129.52,3
PAY-000837,2024-01-15 09:11:51.115805738,2024-01-15 09:18:44.981504741,SWIFT,BANK,INFLOW,9677.06,2
PAY-001582,2024-01-15 09:11:54.026570845,2024-01-15 09:15:39.915183006,TARGET2,CORPORATE,OUTFLOW,241699.44,1
PAY-000689,2024-01-15 09:11:56.364818014,2024-01-15 09:19:49.363810126,TARGET2,BANK,INFLOW,182817.68,2
PAY-001897,2024-01-15 09:12:04.729782046,2024-01-15 09:13:54.711608964,SWIFT,BANK,OUTFLOW,70775.27,3
PAY-000410,2024-01-15 09:12:22.539768376,2024-01-15 09:18:27.138550595,INTERNAL,CORPORATE,OUTFLOW,75487.01,1
PAY-000530,2024-01-15 09:12:50.039151179,2024-01-15 09:18:25.528949559,TARGET2,BANK,INFLOW,284650.41,2
PAY-000440,2024-01-15 09:12:54.713913823,2024-01-15 09:19:47.133060359,TARGET2,BANK,INFLOW,174584.87,2
PAY-001600,2024-01-15 09:12:57.630058055,2024-01-15 09:20:51.735279018,SWIFT,CORPORATE,OUTFLOW,523824.81,1
PAY-000815,2024-01-15 09:13:04.424328931,2024-01-15 09:14:42.855493106,INTERNAL,CORPORATE,INFLOW,122009.08,0
PAY-000576,2024-01-15 09:13:04.823685094,2024-01-15 09:18:31.305130286,TARGET2,CCP,INFLOW,1186466.42,2
PAY-001206,2024-01-15 09:13:08.083134795,2024-01-15 09:15:05.528685422,TARGET2,BANK,OUTFLOW,182505.49,3
PAY-001294,2024-01-15 09:13:10.571584474,2024-01-15 09:17:46.686075909,TARGET2,BANK,INFLOW,40887.56,2
PAY-000851,2024-01-15 09:13:11.864492777,2024-01-15 09:18:58.472949822,SWIFT,CENTRAL_BANK,INFLOW,275554.85,2
PAY-001428,2024-01-15 09:13:12.695869479,2024-01-15 09:19:33.246992790,SWIFT,BANK,OUTFLOW,69430.15,3
PAY-000439,2024-01-15 09:13:18.369892475,2024-01-15 09:20:05.441562402,TARGET2,BANK,INFLOW,30084.05,2
PAY-000956,2024-01-15 09:13:22.688825160,2024-01-15 09:18:45.214312128,SWIFT,CCP,OUTFLOW,110810.15,3
PAY-000541,2024-01-15 09:13:27.362252855,2024-01-15 09:19:55.844661619,INTERNAL,CORPORATE,OUTFLOW,18911.23,1
PAY-000971,2024-01-15 09:13:33.589245891,2024-01-15 09:16:03.031109637,INTERNAL,CORPORATE,INFLOW,177436.57,0
PAY-000495,2024-01-15 09:13:35.221887778,2024-01-15 09:18:11.257828243,INTERNAL,BANK,OUTFLOW,83726.32,0
PAY-001495,2024-01-15 09:13:39.620845288,2024-01-15 09:19:13.062842810,TARGET2,BANK,OUTFLOW,30906.56,3
PAY-001853,2024-01-15 09:13:39.887353797,2024-01-15 09:22:32.828335561,TARGET2,BANK,INFLOW,221479.01,2
PAY-001548,2024-01-15 09:13:49.743791523,2024-01-15 09:16:52.761813109,SWIFT,BANK,INFLOW,34027.8,2
PAY-000476,2024-01-15 09:14:06.305289401,2024-01-15 09:15:17.094448485,INTERNAL,CCP,INFLOW,144944.6,0
PAY-000013,2024-01-15 09:14:17.566614505,2024-01-15 09:17:22.890063266,SWIFT,CENTRAL_BANK,OUTFLOW,12267.15,1
PAY-001123,2024-01-15 09:14:25.420026376,2024-01-15 09:20:26.678832765,SECURITIES,CENTRAL_BANK,INFLOW,309459.51,0
PAY-001759,2024-01-15 09:14:32.875560823,2024-01-15 09:24:00.219082412,SWIFT,CCP,OUTFLOW,65327.45,3
PAY-001937,2024-01-15 09:14:34.882773679,2024-01-15 09:18:04.533142343,SECURITIES,BANK,INFLOW,2957916.77,0
PAY-001739,2024-01-15 09:14:36.872980953,2024-01-15 09:20:40.870221997,INTERNAL,CCP,INFLOW,66569.08,0
PAY-000699,2024-01-15 09:14:38.903034681,2024-01-15 09:21:34.632888852,TARGET2,BANK,OUTFLOW,120951.36,3
PAY-001980,2024-01-15 09:14:54.135736424,2024-01-15 09:22:57.179018774,SECURITIES,CORPORATE,INFLOW,1102759.93,0
PAY-001518,2024-01-15 09:14:55.325564242,2024-01-15 09:19:25.748004672,INTERNAL,CORPORATE,OUTFLOW,71208.58,1
PAY-001326,2024-01-15 09:15:00.149164541,2024-01-15 09:21:26.944663542,INTERNAL,BANK,OUTFLOW,17215.75,0
PAY-001520,2024-01-15 09:15:02.506487094,2024-01-15 09:18:31.418007861,SWIFT,BANK,OUTFLOW,122055.01,3
PAY-001204,2024-01-15 09:15:04.674685668,2024-01-15 09:23:47.540327210,SECURITIES,BANK,INFLOW,1808969.11,0
PAY-000455,2024-01-15 09:15:07.130395187,2024-01-15 09:20:03.400027843,SWIFT,BANK,OUTFLOW,20460.25,3
PAY-001617,2024-01-15 09:15:32.338082043,2024-01-15 09:20:28.558166312,SWIFT,CENTRAL_BANK,OUTFLOW,251971.19,1
PAY-001472,2024-01-15 09:15:37.273431166,2024-01-15 09:21:17.702941170,TARGET2,BANK,OUTFLOW,87841.29,3
PAY-001157,2024-01-15 09:15:49.221855270,2024-01-15 09:23:09.239629877,TARGET2,CCP,OUTFLOW,106818.12,3
PAY-001641,2024-01-15 09:16:09.489649765,2024-01-15 09:20:44.382955550,TARGET2,CORPORATE,INFLOW,2491638.46,2
PAY-001816,2024-01-15 09:16:11.652210325,2024-01-15 09:19:49.789503522,TARGET2,CENTRAL_BANK,OUTFLOW,78233.57,1
PAY-000448,2024-01-15 09:16:26.358184562,2024-01-15 09:21:15.327417566,SECURITIES,CORPORATE,INFLOW,46327273.08,0
PAY-001833,2024-01-15 09:16:28.731797104,2024-01-15 09:23:07.269685584,INTERNAL,BANK,OUTFLOW,13318.62,0
PAY-000326,2024-01-15 09:16:29.815689555,2024-01-15 09:23:53.010224893,SECURITIES,CORPORATE,OUTFLOW,94270.45,1
PAY-000664,2024-01-15 09:16:38.013444382,2024-01-15 09:20:09.923638273,SWIFT,BANK,INFLOW,99921.26,2
PAY-001535,2024-01-15 09:16:41.932700980,2024-01-15 09:24:13.087152195,SWIFT,BANK,OUTFLOW,374454.61,3
PAY-000461,2024-01-15 09:16:48.544102739,2024-01-15 09:20:54.147544317,INTERNAL,CORPORATE,OUTFLOW,22846.85,1
PAY-000780,2024-01-15 09:17:05.603232720,2024-01-15 09:24:23.292036294,INTERNAL,CORPORATE,INFLOW,30628.16,0
PAY-001051,2024-01-15 09:17:06.711355793,2024-01-15 09:24:03.355564579,TARGET2,CCP,INFLOW,33783.25,2
PAY-001046,2024-01-15 09:17:31.821920826,2024-01-15 09:23:31.370463817,INTERNAL,BANK,INFLOW,26149.32,0
PAY-001149,2024-01-15 09:17:33.578470533,2024-01-15 09:24:42.547842372,TARGET2,CORPORATE,INFLOW,42071.93,2
PAY-000895,2024-01-15 09:17:58.683280648,2024-01-15 09:24:16.898640626,SWIFT,BANK,INFLOW,75730.92,2
PAY-000254,2024-01-15 09:17:59.948019231,2024-01-15 09:20:25.554234955,SECURITIES,CENTRAL_BANK,INFLOW,800664.73,0
PAY-000232,2024-01-15 09:18:06.092205551,2024-01-15 09:24:24.163448842,TARGET2,BANK,OUTFLOW,403353.88,3
PAY-001413,2024-01-15 09:18:23.294292035,2024-01-15 09:19:31.889095676,TARGET2,BANK,INFLOW,286858.14,2
PAY-001097,2024-01-15 09:18:29.309973625,2024-01-15 09:26:25.411997128,SWIFT,BANK,OUTFLOW,111371.51,3
PAY-001834,2024-01-15 09:18:38.826389273,2024-01-15 09:21:18.262090087,SWIFT,BANK,INFLOW,463121.02,2
PAY-000002,2024-01-15 09:18:44.526668414,2024-01-15 09:27:38.641744150,SWIFT,CORPORATE,OUTFLOW,894932.44,1
PAY-001424,2024-01-15 09:19:53.402598789,2024-01-15 09:22:30.021983043,TARGET2,CORPORATE,OUTFLOW,67220.29,1
PAY-001192,2024-01-15 09:19:56.926658567,2024-01-15 09:22:51.050146928,SECURITIES,BANK,OUTFLOW,1260873.84,3
PAY-000436,2024-01-15 09:20:01.037337922,2024-01-15 09:28:10.352137861,SWIFT,CORPORATE,OUTFLOW,57871.04,1
PAY-000411,2024-01-15 09:20:07.316804104,2024-01-15 09:21:40.578136997,INTERNAL,BANK,INFLOW,65694.99,0
PAY-000620,2024-01-15 09:20:19.389852477,2024-01-15 09:24:09.424230746,TARGET2,CCP,INFLOW,35014.57,2
PAY-001976,2024-01-15 09:20:23.755796343,2024-01-15 09:23:20.611560514,SWIFT,BANK,OUTFLOW,6468.55,3
PAY-000641,2024-01-15 09:20:31.679546585,2024-01-15 09:29:50.990665200,SECURITIES,CORPORATE,OUTFLOW,1394204.66,1
PAY-001475,2024-01-15 09:20:57.482290062,2024-01-15 09:28:04.915063051,TARGET2,CORPORATE,INFLOW,813865.24,2
PAY-001925,2024-01-15 09:21:17.110497315,2024-01-15 09:30:34.574968782,SWIFT,BANK,INFLOW,1123355.82,2
PAY-001498,2024-01-15 09:21:27.112726034,2024-01-15 09:26:56.480345224,SWIFT,BANK,INFLOW,57536.92,2
PAY-000347,2024-01-15 09:21:37.553043653,2024-01-15 09:24:25.699291901,SECURITIES,CENTRAL_BANK,INFLOW,1978143.06,0
PAY-001557,2024-01-15 09:21:55.508111141,2024-01-15 09:29:21.413798177,SECURITIES,CORPORATE,OUTFLOW,110658.33,1
PAY-001863,2024-01-15 09:22:00.485990463,2024-01-15 09:23:27.344923844,TARGET2,CORPORATE,INFLOW,312072.5,2
PAY-001212,2024-01-15 09:22:02.860148884,2024-01-15 09:25:57.349380202,SECURITIES,BANK,OUTFLOW,991578.01,3
PAY-001754,2024-01-15 09:22:12.864548420,2024-01-15 09:26:08.230691298,SECURITIES,CORPORATE,OUTFLOW,661966.19,1
PAY-000316,2024-01-15 09:22:14.580657175,2024-01-15 09:31:39.309600223,TARGET2,CENTRAL_BANK,OUTFLOW,620025.71,1
PAY-000086,2024-01-15 09:22:22.896889478,2024-01-15 09:25:15.565369058,SWIFT,BANK,OUTFLOW,75611.39,3
PAY-000107,2024-01-15 09:22:29.454892594,2024-01-15 09:25:59.614874042,SWIFT,CORPORATE,INFLOW,107178.54,2
PAY-000427,2024-01-15 09:22:31.951376439,2024-01-15 09:29:09.106988802,INTERNAL,BANK,INFLOW,129989.43,0
PAY-001936,2024-01-15 09:22:37.105006005,2024-01-15 09:31:04.996428493,TARGET2,CORPORATE,INFLOW,67455.39,2
PAY-000015,2024-01-15 09:22:38.850620579,2024-01-15 09:30:43.715445071,SECURITIES,CCP,OUTFLOW,219002.78,3
PAY-001433,2024-01-15 09:22:47.685530925,2024-01-15 09:31:14.021376129,TARGET2,BANK,INFLOW,71022.81,2
PAY-000309,2024-01-15 09:22:49.288886732,2024-01-15 09:30:38.809916095,SWIFT,CENTRAL_BANK,INFLOW,1470950.81,2
